result,time,laps,points,constructor,race,first_name,last_name
13.0,+2 Laps,51,0.0,Minardi,2001 Italian Grand Prix,Fernando,Alonso
,Crankshaft,46,0.0,Arrows,2001 Italian Grand Prix,Enrique,Bernoldi
,Spun off,44,0.0,Minardi,2001 Italian Grand Prix,Alex,Yoong
,Gearbox,28,0.0,Prost,2001 Italian Grand Prix,Heinz-Harald,Frentzen
,Fuel pressure,25,0.0,Arrows,2001 Italian Grand Prix,Jos,Verstappen
,Gearbox,19,0.0,McLaren,2001 Italian Grand Prix,Mika,Häkkinen
,Engine,14,0.0,Jaguar,2001 Italian Grand Prix,Eddie,Irvine
,Engine,6,0.0,McLaren,2001 Italian Grand Prix,David,Coulthard
,Engine,4,0.0,Benetton,2001 Italian Grand Prix,Jenson,Button
,Collision,0,0.0,Jordan,2001 Italian Grand Prix,Jarno,Trulli
1.0,1:32:42.840,73,10.0,McLaren,2001 United States Grand Prix,Mika,Häkkinen
2.0,+11.046,73,6.0,Ferrari,2001 United States Grand Prix,Michael,Schumacher
3.0,+12.043,73,4.0,McLaren,2001 United States Grand Prix,David,Coulthard
4.0,+57.423,73,3.0,Jordan,2001 United States Grand Prix,Jarno,Trulli
5.0,+1:12.434,73,2.0,Jaguar,2001 United States Grand Prix,Eddie,Irvine
6.0,+1:12.996,73,1.0,Sauber,2001 United States Grand Prix,Nick,Heidfeld
7.0,+1 Lap,72,0.0,Jordan,2001 United States Grand Prix,Jean,Alesi
8.0,+1 Lap,72,0.0,Benetton,2001 United States Grand Prix,Giancarlo,Fisichella
9.0,+1 Lap,72,0.0,Benetton,2001 United States Grand Prix,Jenson,Button
10.0,+1 Lap,72,0.0,Prost,2001 United States Grand Prix,Heinz-Harald,Frentzen
11.0,+1 Lap,72,0.0,BAR,2001 United States Grand Prix,Olivier,Panis
12.0,+1 Lap,72,0.0,Jaguar,2001 United States Grand Prix,Pedro,de la Rosa
13.0,+1 Lap,72,0.0,Arrows,2001 United States Grand Prix,Enrique,Bernoldi
14.0,+1 Lap,72,0.0,Prost,2001 United States Grand Prix,Tomáš,Enge
15.0,Engine,71,0.0,Ferrari,2001 United States Grand Prix,Rubens,Barrichello
,Suspension,45,0.0,BAR,2001 United States Grand Prix,Jacques,Villeneuve
,Engine,44,0.0,Arrows,2001 United States Grand Prix,Jos,Verstappen
,Hydraulics,38,0.0,Williams,2001 United States Grand Prix,Juan Pablo,Montoya
,Gearbox,38,0.0,Minardi,2001 United States Grand Prix,Alex,Yoong
,Spun off,36,0.0,Williams,2001 United States Grand Prix,Ralf,Schumacher
,Driveshaft,36,0.0,Minardi,2001 United States Grand Prix,Fernando,Alonso
,Driveshaft,2,0.0,Sauber,2001 United States Grand Prix,Kimi,Räikkönen
1.0,1:27:33.298,53,10.0,Ferrari,2001 Japanese Grand Prix,Michael,Schumacher
2.0,+3.154,53,6.0,Williams,2001 Japanese Grand Prix,Juan Pablo,Montoya
3.0,+23.262,53,4.0,McLaren,2001 Japanese Grand Prix,David,Coulthard
4.0,+35.539,53,3.0,McLaren,2001 Japanese Grand Prix,Mika,Häkkinen
5.0,+36.544,53,2.0,Ferrari,2001 Japanese Grand Prix,Rubens,Barrichello
6.0,+37.122,53,1.0,Williams,2001 Japanese Grand Prix,Ralf,Schumacher
7.0,+1:37.102,53,0.0,Benetton,2001 Japanese Grand Prix,Jenson,Button
8.0,+1 Lap,52,0.0,Jordan,2001 Japanese Grand Prix,Jarno,Trulli
9.0,+1 Lap,52,0.0,Sauber,2001 Japanese Grand Prix,Nick,Heidfeld
10.0,+1 Lap,52,0.0,BAR,2001 Japanese Grand Prix,Jacques,Villeneuve
11.0,+1 Lap,52,0.0,Minardi,2001 Japanese Grand Prix,Fernando,Alonso
12.0,+1 Lap,52,0.0,Prost,2001 Japanese Grand Prix,Heinz-Harald,Frentzen
13.0,+2 Laps,51,0.0,BAR,2001 Japanese Grand Prix,Olivier,Panis
14.0,+2 Laps,51,0.0,Arrows,2001 Japanese Grand Prix,Enrique,Bernoldi
15.0,+2 Laps,51,0.0,Arrows,2001 Japanese Grand Prix,Jos,Verstappen
16.0,+3 Laps,50,0.0,Minardi,2001 Japanese Grand Prix,Alex,Yoong
17.0,Gearbox,47,0.0,Benetton,2001 Japanese Grand Prix,Giancarlo,Fisichella
,Oil leak,45,0.0,Jaguar,2001 Japanese Grand Prix,Pedro,de la Rosa
,Brakes,42,0.0,Prost,2001 Japanese Grand Prix,Tomáš,Enge
,Fuel rig,24,0.0,Jaguar,2001 Japanese Grand Prix,Eddie,Irvine
,Collision,5,0.0,Sauber,2001 Japanese Grand Prix,Kimi,Räikkönen
,Collision,5,0.0,Jordan,2001 Japanese Grand Prix,Jean,Alesi
1.0,1:35:36.792,58,10.0,Ferrari,2002 Australian Grand Prix,Michael,Schumacher
2.0,+18.628,58,6.0,Williams,2002 Australian Grand Prix,Juan Pablo,Montoya
3.0,+25.067,58,4.0,McLaren,2002 Australian Grand Prix,Kimi,Räikkönen
4.0,+1 Lap,57,3.0,Jaguar,2002 Australian Grand Prix,Eddie,Irvine
5.0,+2 Laps,56,2.0,Minardi,2002 Australian Grand Prix,Mark,Webber
6.0,+2 Laps,56,1.0,Toyota,2002 Australian Grand Prix,Mika,Salo
7.0,+3 Laps,55,0.0,Minardi,2002 Australian Grand Prix,Alex,Yoong
8.0,+5 Laps,53,0.0,Jaguar,2002 Australian Grand Prix,Pedro,de la Rosa
,Gearbox,33,0.0,McLaren,2002 Australian Grand Prix,David,Coulthard
,Broken wing,27,0.0,BAR,2002 Australian Grand Prix,Jacques,Villeneuve
,Disqualified,16,0.0,Arrows,2002 Australian Grand Prix,Heinz-Harald,Frentzen
,Disqualified,15,0.0,Arrows,2002 Australian Grand Prix,Enrique,Bernoldi
,Electrical,12,0.0,Jordan,2002 Australian Grand Prix,Takuma,Sato
,Spun off,8,0.0,Renault,2002 Australian Grand Prix,Jarno,Trulli
,Collision,0,0.0,BAR,2002 Australian Grand Prix,Olivier,Panis
,Collision,0,0.0,Sauber,2002 Australian Grand Prix,Nick,Heidfeld
,Collision,0,0.0,Williams,2002 Australian Grand Prix,Ralf,Schumacher
,Collision,0,0.0,Ferrari,2002 Australian Grand Prix,Rubens,Barrichello
,Collision,0,0.0,Jordan,2002 Australian Grand Prix,Giancarlo,Fisichella
,Collision,0,0.0,Renault,2002 Australian Grand Prix,Jenson,Button
,Collision,0,0.0,Sauber,2002 Australian Grand Prix,Felipe,Massa
,Collision,0,0.0,Toyota,2002 Australian Grand Prix,Allan,McNish
1.0,1:34:12.912,56,10.0,Williams,2002 Malaysian Grand Prix,Ralf,Schumacher
2.0,+39.700,56,6.0,Williams,2002 Malaysian Grand Prix,Juan Pablo,Montoya
3.0,+1:01.795,56,4.0,Ferrari,2002 Malaysian Grand Prix,Michael,Schumacher
4.0,+1:09.767,56,3.0,Renault,2002 Malaysian Grand Prix,Jenson,Button
5.0,+1 Lap,55,2.0,Sauber,2002 Malaysian Grand Prix,Nick,Heidfeld
6.0,+1 Lap,55,1.0,Sauber,2002 Malaysian Grand Prix,Felipe,Massa
7.0,+1 Lap,55,0.0,Toyota,2002 Malaysian Grand Prix,Allan,McNish
8.0,+1 Lap,55,0.0,BAR,2002 Malaysian Grand Prix,Jacques,Villeneuve
9.0,+2 Laps,54,0.0,Jordan,2002 Malaysian Grand Prix,Takuma,Sato
10.0,+2 Laps,54,0.0,Jaguar,2002 Malaysian Grand Prix,Pedro,de la Rosa
11.0,+2 Laps,54,0.0,Arrows,2002 Malaysian Grand Prix,Heinz-Harald,Frentzen
12.0,+3 Laps,53,0.0,Toyota,2002 Malaysian Grand Prix,Mika,Salo
13.0,+3 Laps,53,0.0,Jordan,2002 Malaysian Grand Prix,Giancarlo,Fisichella
,Engine,39,0.0,Ferrari,2002 Malaysian Grand Prix,Rubens,Barrichello
,Electrical,34,0.0,Minardi,2002 Malaysian Grand Prix,Mark,Webber
,Hydraulics,30,0.0,Jaguar,2002 Malaysian Grand Prix,Eddie,Irvine
,Gearbox,29,0.0,Minardi,2002 Malaysian Grand Prix,Alex,Yoong
,Engine,24,0.0,McLaren,2002 Malaysian Grand Prix,Kimi,Räikkönen
,Fuel,20,0.0,Arrows,2002 Malaysian Grand Prix,Enrique,Bernoldi
,Engine,15,0.0,McLaren,2002 Malaysian Grand Prix,David,Coulthard
,Clutch,9,0.0,BAR,2002 Malaysian Grand Prix,Olivier,Panis
,Overheating,9,0.0,Renault,2002 Malaysian Grand Prix,Jarno,Trulli
1.0,1:31:43.662,71,10.0,Ferrari,2002 Brazilian Grand Prix,Michael,Schumacher
2.0,+0.588,71,6.0,Williams,2002 Brazilian Grand Prix,Ralf,Schumacher
3.0,+59.109,71,4.0,McLaren,2002 Brazilian Grand Prix,David,Coulthard
4.0,+1:06.883,71,3.0,Renault,2002 Brazilian Grand Prix,Jenson,Button
5.0,+1:07.563,71,2.0,Williams,2002 Brazilian Grand Prix,Juan Pablo,Montoya
6.0,+1 Lap,70,1.0,Toyota,2002 Brazilian Grand Prix,Mika,Salo
7.0,+1 Lap,70,0.0,Jaguar,2002 Brazilian Grand Prix,Eddie,Irvine
8.0,+1 Lap,70,0.0,Jaguar,2002 Brazilian Grand Prix,Pedro,de la Rosa
9.0,+2 Laps,69,0.0,Jordan,2002 Brazilian Grand Prix,Takuma,Sato
10.0,Engine,68,0.0,BAR,2002 Brazilian Grand Prix,Jacques,Villeneuve
11.0,+3 Laps,68,0.0,Minardi,2002 Brazilian Grand Prix,Mark,Webber
12.0,Wheel rim,67,0.0,McLaren,2002 Brazilian Grand Prix,Kimi,Räikkönen
13.0,+4 Laps,67,0.0,Minardi,2002 Brazilian Grand Prix,Alex,Yoong
,Brakes,61,0.0,Sauber,2002 Brazilian Grand Prix,Nick,Heidfeld
,Engine,60,0.0,Renault,2002 Brazilian Grand Prix,Jarno,Trulli
,Collision,41,0.0,Sauber,2002 Brazilian Grand Prix,Felipe,Massa
,Spun off,40,0.0,Toyota,2002 Brazilian Grand Prix,Allan,McNish
,Gearbox,25,0.0,BAR,2002 Brazilian Grand Prix,Olivier,Panis
,Suspension,25,0.0,Arrows,2002 Brazilian Grand Prix,Heinz-Harald,Frentzen
,Suspension,19,0.0,Arrows,2002 Brazilian Grand Prix,Enrique,Bernoldi
,Hydraulics,16,0.0,Ferrari,2002 Brazilian Grand Prix,Rubens,Barrichello
,Engine,6,0.0,Jordan,2002 Brazilian Grand Prix,Giancarlo,Fisichella
1.0,1:29:10.789,62,10.0,Ferrari,2002 San Marino Grand Prix,Michael,Schumacher
2.0,+17.907,62,6.0,Ferrari,2002 San Marino Grand Prix,Rubens,Barrichello
3.0,+19.755,62,4.0,Williams,2002 San Marino Grand Prix,Ralf,Schumacher
4.0,+44.725,62,3.0,Williams,2002 San Marino Grand Prix,Juan Pablo,Montoya
5.0,+1:23.395,62,2.0,Renault,2002 San Marino Grand Prix,Jenson,Button
6.0,+1 Lap,61,1.0,McLaren,2002 San Marino Grand Prix,David,Coulthard
7.0,+1 Lap,61,0.0,BAR,2002 San Marino Grand Prix,Jacques,Villeneuve
8.0,+1 Lap,61,0.0,Sauber,2002 San Marino Grand Prix,Felipe,Massa
9.0,+1 Lap,61,0.0,Renault,2002 San Marino Grand Prix,Jarno,Trulli
10.0,+1 Lap,61,0.0,Sauber,2002 San Marino Grand Prix,Nick,Heidfeld
11.0,+2 Laps,60,0.0,Minardi,2002 San Marino Grand Prix,Mark,Webber
,Power loss,50,0.0,Arrows,2002 San Marino Grand Prix,Enrique,Bernoldi
,Driveshaft,45,0.0,Jaguar,2002 San Marino Grand Prix,Eddie,Irvine
,Exhaust,44,0.0,McLaren,2002 San Marino Grand Prix,Kimi,Räikkönen
,Throttle,44,0.0,BAR,2002 San Marino Grand Prix,Olivier,Panis
,Driveshaft,30,0.0,Jaguar,2002 San Marino Grand Prix,Pedro,de la Rosa
,Gearbox,26,0.0,Toyota,2002 San Marino Grand Prix,Mika,Salo
,Power loss,25,0.0,Arrows,2002 San Marino Grand Prix,Heinz-Harald,Frentzen
,Hydraulics,19,0.0,Jordan,2002 San Marino Grand Prix,Giancarlo,Fisichella
,Gearbox,5,0.0,Jordan,2002 San Marino Grand Prix,Takuma,Sato
,107% Rule,0,0.0,Minardi,2002 San Marino Grand Prix,Alex,Yoong
,Electrical,0,0.0,Toyota,2002 San Marino Grand Prix,Allan,McNish
1.0,1:30:29.981,65,10.0,Ferrari,2002 Spanish Grand Prix,Michael,Schumacher
2.0,+35.630,65,6.0,Williams,2002 Spanish Grand Prix,Juan Pablo,Montoya
3.0,+42.623,65,4.0,McLaren,2002 Spanish Grand Prix,David,Coulthard
4.0,+1:06.697,65,3.0,Sauber,2002 Spanish Grand Prix,Nick,Heidfeld
5.0,+1:18.973,65,2.0,Sauber,2002 Spanish Grand Prix,Felipe,Massa
6.0,+1:20.430,65,1.0,Arrows,2002 Spanish Grand Prix,Heinz-Harald,Frentzen
7.0,+1 Lap,64,0.0,BAR,2002 Spanish Grand Prix,Jacques,Villeneuve
8.0,+1 Lap,64,0.0,Toyota,2002 Spanish Grand Prix,Allan,McNish
9.0,+1 Lap,64,0.0,Toyota,2002 Spanish Grand Prix,Mika,Salo
10.0,Engine,63,0.0,Renault,2002 Spanish Grand Prix,Jarno,Trulli
11.0,Engine,63,0.0,Williams,2002 Spanish Grand Prix,Ralf,Schumacher
12.0,Hydraulics,60,0.0,Renault,2002 Spanish Grand Prix,Jenson,Button
,Exhaust,43,0.0,BAR,2002 Spanish Grand Prix,Olivier,Panis
,Hydraulics,41,0.0,Jaguar,2002 Spanish Grand Prix,Eddie,Irvine
,Hydraulics,40,0.0,Arrows,2002 Spanish Grand Prix,Enrique,Bernoldi
,Spun off,10,0.0,Jordan,2002 Spanish Grand Prix,Takuma,Sato
,Hydraulics,5,0.0,Jordan,2002 Spanish Grand Prix,Giancarlo,Fisichella
,Rear wing,4,0.0,McLaren,2002 Spanish Grand Prix,Kimi,Räikkönen
,Spun off,2,0.0,Jaguar,2002 Spanish Grand Prix,Pedro,de la Rosa
,Gearbox,0,0.0,Ferrari,2002 Spanish Grand Prix,Rubens,Barrichello
,Safety,0,0.0,Minardi,2002 Spanish Grand Prix,Alex,Yoong
,Safety,0,0.0,Minardi,2002 Spanish Grand Prix,Mark,Webber
1.0,1:33:51.562,71,10.0,Ferrari,2002 Austrian Grand Prix,Michael,Schumacher
2.0,+0.182,71,6.0,Ferrari,2002 Austrian Grand Prix,Rubens,Barrichello
3.0,+17.730,71,4.0,Williams,2002 Austrian Grand Prix,Juan Pablo,Montoya
4.0,+18.448,71,3.0,Williams,2002 Austrian Grand Prix,Ralf,Schumacher
5.0,+49.965,71,2.0,Jordan,2002 Austrian Grand Prix,Giancarlo,Fisichella
6.0,+50.672,71,1.0,McLaren,2002 Austrian Grand Prix,David,Coulthard
7.0,+51.229,71,0.0,Renault,2002 Austrian Grand Prix,Jenson,Button
8.0,+1:09.425,71,0.0,Toyota,2002 Austrian Grand Prix,Mika,Salo
9.0,+1:09.718,71,0.0,Toyota,2002 Austrian Grand Prix,Allan,McNish
10.0,+1 Lap,70,0.0,BAR,2002 Austrian Grand Prix,Jacques,Villeneuve
11.0,+2 Laps,69,0.0,Arrows,2002 Austrian Grand Prix,Heinz-Harald,Frentzen
12.0,+2 Laps,69,0.0,Minardi,2002 Austrian Grand Prix,Mark,Webber
,Fuel pressure,44,0.0,Renault,2002 Austrian Grand Prix,Jarno,Trulli
,Engine,42,0.0,Minardi,2002 Austrian Grand Prix,Alex,Yoong
,Hydraulics,38,0.0,Jaguar,2002 Austrian Grand Prix,Eddie,Irvine
,Collision,27,0.0,Sauber,2002 Austrian Grand Prix,Nick,Heidfeld
,Collision,26,0.0,Jordan,2002 Austrian Grand Prix,Takuma,Sato
,Engine,22,0.0,BAR,2002 Austrian Grand Prix,Olivier,Panis
,Suspension,7,0.0,Sauber,2002 Austrian Grand Prix,Felipe,Massa
,Engine,5,0.0,McLaren,2002 Austrian Grand Prix,Kimi,Räikkönen
,Collision,2,0.0,Arrows,2002 Austrian Grand Prix,Enrique,Bernoldi
,Throttle,0,0.0,Jaguar,2002 Austrian Grand Prix,Pedro,de la Rosa
1.0,1:45:39.055,78,10.0,McLaren,2002 Monaco Grand Prix,David,Coulthard
2.0,+1.050,78,6.0,Ferrari,2002 Monaco Grand Prix,Michael,Schumacher
3.0,+1:07.450,78,4.0,Williams,2002 Monaco Grand Prix,Ralf,Schumacher
4.0,+1 Lap,77,3.0,Renault,2002 Monaco Grand Prix,Jarno,Trulli
5.0,+1 Lap,77,2.0,Jordan,2002 Monaco Grand Prix,Giancarlo,Fisichella
6.0,+1 Lap,77,1.0,Arrows,2002 Monaco Grand Prix,Heinz-Harald,Frentzen
7.0,+1 Lap,77,0.0,Ferrari,2002 Monaco Grand Prix,Rubens,Barrichello
8.0,+2 Laps,76,0.0,Sauber,2002 Monaco Grand Prix,Nick,Heidfeld
9.0,+2 Laps,76,0.0,Jaguar,2002 Monaco Grand Prix,Eddie,Irvine
10.0,+2 Laps,76,0.0,Jaguar,2002 Monaco Grand Prix,Pedro,de la Rosa
11.0,+2 Laps,76,0.0,Minardi,2002 Monaco Grand Prix,Mark,Webber
12.0,+2 Laps,76,0.0,Arrows,2002 Monaco Grand Prix,Enrique,Bernoldi
,Brakes,69,0.0,Toyota,2002 Monaco Grand Prix,Mika,Salo
,Accident,63,0.0,Sauber,2002 Monaco Grand Prix,Felipe,Massa
,Collision,51,0.0,Renault,2002 Monaco Grand Prix,Jenson,Button
,Collision,51,0.0,BAR,2002 Monaco Grand Prix,Olivier,Panis
,Engine,46,0.0,Williams,2002 Monaco Grand Prix,Juan Pablo,Montoya
,Mechanical,44,0.0,BAR,2002 Monaco Grand Prix,Jacques,Villeneuve
,Collision,41,0.0,McLaren,2002 Monaco Grand Prix,Kimi,Räikkönen
,Accident,29,0.0,Minardi,2002 Monaco Grand Prix,Alex,Yoong
,Spun off,22,0.0,Jordan,2002 Monaco Grand Prix,Takuma,Sato
,Accident,15,0.0,Toyota,2002 Monaco Grand Prix,Allan,McNish
1.0,1:33:36.111,70,10.0,Ferrari,2002 Canadian Grand Prix,Michael,Schumacher
2.0,+1.132,70,6.0,McLaren,2002 Canadian Grand Prix,David,Coulthard
3.0,+7.082,70,4.0,Ferrari,2002 Canadian Grand Prix,Rubens,Barrichello
4.0,+37.563,70,3.0,McLaren,2002 Canadian Grand Prix,Kimi,Räikkönen
5.0,+42.812,70,2.0,Jordan,2002 Canadian Grand Prix,Giancarlo,Fisichella
6.0,+48.947,70,1.0,Renault,2002 Canadian Grand Prix,Jarno,Trulli
7.0,Engine,70,0.0,Williams,2002 Canadian Grand Prix,Ralf,Schumacher
8.0,+1 Lap,69,0.0,BAR,2002 Canadian Grand Prix,Olivier,Panis
9.0,+1 Lap,69,0.0,Sauber,2002 Canadian Grand Prix,Felipe,Massa
10.0,+1 Lap,69,0.0,Jordan,2002 Canadian Grand Prix,Takuma,Sato
11.0,+1 Lap,69,0.0,Minardi,2002 Canadian Grand Prix,Mark,Webber
12.0,+1 Lap,69,0.0,Sauber,2002 Canadian Grand Prix,Nick,Heidfeld
13.0,+1 Lap,69,0.0,Arrows,2002 Canadian Grand Prix,Heinz-Harald,Frentzen
14.0,+2 Laps,68,0.0,Minardi,2002 Canadian Grand Prix,Alex,Yoong
15.0,Gearbox,65,0.0,Renault,2002 Canadian Grand Prix,Jenson,Button
,Engine,56,0.0,Williams,2002 Canadian Grand Prix,Juan Pablo,Montoya
,Spun off,45,0.0,Toyota,2002 Canadian Grand Prix,Allan,McNish
,Brakes,41,0.0,Toyota,2002 Canadian Grand Prix,Mika,Salo
,Overheating,41,0.0,Jaguar,2002 Canadian Grand Prix,Eddie,Irvine
,Gearbox,29,0.0,Jaguar,2002 Canadian Grand Prix,Pedro,de la Rosa
,Suspension,16,0.0,Arrows,2002 Canadian Grand Prix,Enrique,Bernoldi
,Oil pressure,8,0.0,BAR,2002 Canadian Grand Prix,Jacques,Villeneuve
1.0,1:35:07.426,60,10.0,Ferrari,2002 European Grand Prix,Rubens,Barrichello
2.0,+0.294,60,6.0,Ferrari,2002 European Grand Prix,Michael,Schumacher
3.0,+46.435,60,4.0,McLaren,2002 European Grand Prix,Kimi,Räikkönen
4.0,+1:06.963,60,3.0,Williams,2002 European Grand Prix,Ralf,Schumacher
5.0,+1:16.944,60,2.0,Renault,2002 European Grand Prix,Jenson,Button
6.0,+1 Lap,59,1.0,Sauber,2002 European Grand Prix,Felipe,Massa
7.0,+1 Lap,59,0.0,Sauber,2002 European Grand Prix,Nick,Heidfeld
8.0,+1 Lap,59,0.0,Renault,2002 European Grand Prix,Jarno,Trulli
9.0,+1 Lap,59,0.0,BAR,2002 European Grand Prix,Olivier,Panis
10.0,+1 Lap,59,0.0,Jaguar,2002 European Grand Prix,Pedro,de la Rosa
11.0,+1 Lap,59,0.0,Arrows,2002 European Grand Prix,Enrique,Bernoldi
12.0,+1 Lap,59,0.0,BAR,2002 European Grand Prix,Jacques,Villeneuve
13.0,+1 Lap,59,0.0,Arrows,2002 European Grand Prix,Heinz-Harald,Frentzen
14.0,+1 Lap,59,0.0,Toyota,2002 European Grand Prix,Allan,McNish
15.0,+2 Laps,58,0.0,Minardi,2002 European Grand Prix,Mark,Webber
16.0,+2 Laps,58,0.0,Jordan,2002 European Grand Prix,Takuma,Sato
,Gearbox,51,0.0,Toyota,2002 European Grand Prix,Mika,Salo
,Hydraulics,48,0.0,Minardi,2002 European Grand Prix,Alex,Yoong
,Hydraulics,41,0.0,Jaguar,2002 European Grand Prix,Eddie,Irvine
,Collision,27,0.0,Williams,2002 European Grand Prix,Juan Pablo,Montoya
,Collision,27,0.0,McLaren,2002 European Grand Prix,David,Coulthard
,Accident,26,0.0,Jordan,2002 European Grand Prix,Giancarlo,Fisichella
1.0,1:31:45.015,60,10.0,Ferrari,2002 British Grand Prix,Michael,Schumacher
2.0,+14.578,60,6.0,Ferrari,2002 British Grand Prix,Rubens,Barrichello
3.0,+31.661,60,4.0,Williams,2002 British Grand Prix,Juan Pablo,Montoya
4.0,+1 Lap,59,3.0,BAR,2002 British Grand Prix,Jacques,Villeneuve
5.0,+1 Lap,59,2.0,BAR,2002 British Grand Prix,Olivier,Panis
6.0,+1 Lap,59,1.0,Sauber,2002 British Grand Prix,Nick,Heidfeld
7.0,+1 Lap,59,0.0,Jordan,2002 British Grand Prix,Giancarlo,Fisichella
8.0,+1 Lap,59,0.0,Williams,2002 British Grand Prix,Ralf,Schumacher
9.0,+1 Lap,59,0.0,Sauber,2002 British Grand Prix,Felipe,Massa
10.0,+2 Laps,58,0.0,McLaren,2002 British Grand Prix,David,Coulthard
11.0,+2 Laps,58,0.0,Jaguar,2002 British Grand Prix,Pedro,de la Rosa
12.0,Wheel,54,0.0,Renault,2002 British Grand Prix,Jenson,Button
,Engine,50,0.0,Jordan,2002 British Grand Prix,Takuma,Sato
,Engine,44,0.0,McLaren,2002 British Grand Prix,Kimi,Räikkönen
,Electronics,29,0.0,Renault,2002 British Grand Prix,Jarno,Trulli
,Driveshaft,28,0.0,Arrows,2002 British Grand Prix,Enrique,Bernoldi
,Spun off,23,0.0,Jaguar,2002 British Grand Prix,Eddie,Irvine
,Engine,20,0.0,Arrows,2002 British Grand Prix,Heinz-Harald,Frentzen
,Drivetrain,15,0.0,Toyota,2002 British Grand Prix,Mika,Salo
,Clutch,9,0.0,Minardi,2002 British Grand Prix,Mark,Webber
,Clutch,0,0.0,Toyota,2002 British Grand Prix,Allan,McNish
1.0,1:32:09.837,72,10.0,Ferrari,2002 French Grand Prix,Michael,Schumacher
2.0,+1.104,72,6.0,McLaren,2002 French Grand Prix,Kimi,Räikkönen
3.0,+31.975,72,4.0,McLaren,2002 French Grand Prix,David,Coulthard
4.0,+40.675,72,3.0,Williams,2002 French Grand Prix,Juan Pablo,Montoya
5.0,+41.772,72,2.0,Williams,2002 French Grand Prix,Ralf,Schumacher
6.0,+1 Lap,71,1.0,Renault,2002 French Grand Prix,Jenson,Button
7.0,+1 Lap,71,0.0,Sauber,2002 French Grand Prix,Nick,Heidfeld
8.0,+1 Lap,71,0.0,Minardi,2002 French Grand Prix,Mark,Webber
9.0,+2 Laps,70,0.0,Jaguar,2002 French Grand Prix,Pedro,de la Rosa
10.0,+4 Laps,68,0.0,Minardi,2002 French Grand Prix,Alex,Yoong
11.0,Engine,65,0.0,Toyota,2002 French Grand Prix,Allan,McNish
,Rear wing,52,0.0,Jaguar,2002 French Grand Prix,Eddie,Irvine
,Engine,49,0.0,Renault,2002 French Grand Prix,Jarno,Trulli
,Mechanical,48,0.0,Sauber,2002 French Grand Prix,Felipe,Massa
,Engine,48,0.0,Toyota,2002 French Grand Prix,Mika,Salo
,Engine,35,0.0,BAR,2002 French Grand Prix,Jacques,Villeneuve
,Accident,29,0.0,BAR,2002 French Grand Prix,Olivier,Panis
,Spun off,23,0.0,Jordan,2002 French Grand Prix,Takuma,Sato
,Did not qualify,0,0.0,Arrows,2002 French Grand Prix,Heinz-Harald,Frentzen
,Did not qualify,0,0.0,Arrows,2002 French Grand Prix,Enrique,Bernoldi
,Injury,0,0.0,Jordan,2002 French Grand Prix,Giancarlo,Fisichella
,Ignition,0,0.0,Ferrari,2002 French Grand Prix,Rubens,Barrichello
1.0,1:27:52.078,67,10.0,Ferrari,2002 German Grand Prix,Michael,Schumacher
2.0,+10.503,67,6.0,Williams,2002 German Grand Prix,Juan Pablo,Montoya
3.0,+14.466,67,4.0,Williams,2002 German Grand Prix,Ralf,Schumacher
4.0,+23.195,67,3.0,Ferrari,2002 German Grand Prix,Rubens,Barrichello
5.0,+1 Lap,66,2.0,McLaren,2002 German Grand Prix,David,Coulthard
6.0,+1 Lap,66,1.0,Sauber,2002 German Grand Prix,Nick,Heidfeld
7.0,+1 Lap,66,0.0,Sauber,2002 German Grand Prix,Felipe,Massa
8.0,+1 Lap,66,0.0,Jordan,2002 German Grand Prix,Takuma,Sato
9.0,+1 Lap,66,0.0,Toyota,2002 German Grand Prix,Mika,Salo
,Engine,59,0.0,Jordan,2002 German Grand Prix,Giancarlo,Fisichella
,Spun off,59,0.0,McLaren,2002 German Grand Prix,Kimi,Räikkönen
,Brakes,57,0.0,Jaguar,2002 German Grand Prix,Eddie,Irvine
,Engine,48,0.0,Arrows,2002 German Grand Prix,Enrique,Bernoldi
,Engine,39,0.0,BAR,2002 German Grand Prix,Olivier,Panis
,Spun off,36,0.0,Renault,2002 German Grand Prix,Jarno,Trulli
,Gearbox,27,0.0,BAR,2002 German Grand Prix,Jacques,Villeneuve
,Engine,24,0.0,Renault,2002 German Grand Prix,Jenson,Button
,Hydraulics,23,0.0,Minardi,2002 German Grand Prix,Mark,Webber
,Engine,23,0.0,Toyota,2002 German Grand Prix,Allan,McNish
,Hydraulics,18,0.0,Arrows,2002 German Grand Prix,Heinz-Harald,Frentzen
,Transmission,0,0.0,Jaguar,2002 German Grand Prix,Pedro,de la Rosa
1.0,1:41:49.001,77,10.0,Ferrari,2002 Hungarian Grand Prix,Rubens,Barrichello
2.0,+0.434,77,6.0,Ferrari,2002 Hungarian Grand Prix,Michael,Schumacher
3.0,+13.356,77,4.0,Williams,2002 Hungarian Grand Prix,Ralf,Schumacher
4.0,+29.479,77,3.0,McLaren,2002 Hungarian Grand Prix,Kimi,Räikkönen
5.0,+37.800,77,2.0,McLaren,2002 Hungarian Grand Prix,David,Coulthard
6.0,+1:08.804,77,1.0,Jordan,2002 Hungarian Grand Prix,Giancarlo,Fisichella
7.0,+1:13.612,77,0.0,Sauber,2002 Hungarian Grand Prix,Felipe,Massa
8.0,+1 Lap,76,0.0,Renault,2002 Hungarian Grand Prix,Jarno,Trulli
